timestamp,irradiance,ambient_temp,panel_temp,voltage,current,power
2023-01-05 06:00:00,23.7,14.91,15.5025,30.1185,0.1896,5.7104676
2023-01-05 07:00:00,185.23,16.86,21.49075,30.92615,1.4818399999999998,45.82760611599999
2023-01-05 08:00:00,411.75,19.09,29.38375,32.05875,3.294,105.60152250000002
2023-01-05 09:00:00,610.53,20.99,36.253249999999994,33.05265,4.88424,161.437075236
2023-01-05 10:00:00,698.05,22.47,39.92125,33.49025,5.5844,187.0229521
2023-01-05 11:00:00,699.15,23.58,41.058749999999996,33.49575,5.5931999999999995,187.3484289
2023-01-05 12:00:00,639.38,24.32,40.3045,33.1969,5.11504,169.80347137599998
2023-01-05 13:00:00,574.28,24.65,39.007,32.8714,4.59424,151.019100736
2023-01-05 14:00:00,453.85,24.54,35.88625,32.26925,3.6308000000000002,117.16319290000001
2023-01-05 15:00:00,274.4,23.99,30.849999999999998,31.372,2.1952,68.8678144
2023-01-05 16:00:00,123.62,22.53,25.6205,30.6181,0.9889600000000001,30.280076176
2023-01-05 17:00:00,10.73,19.67,19.93825,30.05365,0.08584,2.5798053160000003
2023-01-05 18:00:00,0.0,18.54,18.54,30.0,0.0,0.0
2023-01-05 19:00:00,0.0,17.93,17.93,30.0,0.0,0.0
2023-01-05 20:00:00,0.0,17.19,17.19,30.0,0.0,0.0
2023-01-05 21:00:00,0.0,16.34,16.34,30.0,0.0,0.0
2023-01-05 22:00:00,0.0,15.59,15.59,30.0,0.0,0.0
2023-01-05 23:00:00,0.0,14.81,14.81,30.0,0.0,0.0
2023-01-06 00:00:00,0.0,14.28,14.28,30.0,0.0,0.0
2023-01-06 01:00:00,0.0,14.34,14.34,30.0,0.0,0.0
2023-01-06 02:00:00,0.0,14.39,14.39,30.0,0.0,0.0
2023-01-06 03:00:00,0.0,14.24,14.24,30.0,0.0,0.0
2023-01-06 04:00:00,0.0,14.09,14.09,30.0,0.0,0.0
2023-01-06 05:00:00,0.0,14.03,14.03,30.0,0.0,0.0
2023-01-06 06:00:00,18.85,14.53,15.001249999999999,30.09425,0.15080000000000002,4.5382129
2023-01-06 07:00:00,171.9,16.68,20.9775,30.8595,1.3752,42.4379844
2023-01-06 08:00:00,373.1,19.41,28.7375,31.8655,2.9848000000000003,95.11214440000002
2023-01-06 09:00:00,565.97,21.64,35.78925,32.82985,4.52776,148.645681636
2023-01-06 10:00:00,704.12,23.34,40.943,33.5206,5.63296,188.820198976
2023-01-06 11:00:00,767.03,24.51,43.68575,33.83515,6.13624,207.620600836
2023-01-06 12:00:00,715.95,25.16,43.05875,33.579750000000004,5.727600000000001,192.33137610000006
2023-01-06 13:00:00,591.72,25.17,39.963,32.9586,4.73376,156.018102336
2023-01-06 14:00:00,406.62,24.79,34.9555,32.0331,3.25296,104.20239297599998
2023-01-06 15:00:00,262.62,23.9,30.4655,31.3131,2.10096,65.78757057600001
2023-01-06 16:00:00,96.3,22.5,24.9075,30.4815,0.7704,23.4829476
2023-01-06 17:00:00,7.07,20.1,20.27675,30.03535,0.05656,1.698799396
2023-01-06 18:00:00,0.0,19.2,19.2,30.0,0.0,0.0
2023-01-06 19:00:00,0.0,18.62,18.62,30.0,0.0,0.0
2023-01-06 20:00:00,0.0,17.76,17.76,30.0,0.0,0.0
2023-01-06 21:00:00,0.0,17.1,17.1,30.0,0.0,0.0
2023-01-06 22:00:00,0.0,16.88,16.88,30.0,0.0,0.0
2023-01-06 23:00:00,0.0,16.68,16.68,30.0,0.0,0.0
2023-01-07 00:00:00,0.0,16.28,16.28,30.0,0.0,0.0
2023-01-07 01:00:00,0.0,15.82,15.82,30.0,0.0,0.0
2023-01-07 02:00:00,0.0,15.3,15.3,30.0,0.0,0.0
2023-01-07 03:00:00,0.0,15.08,15.08,30.0,0.0,0.0
2023-01-07 04:00:00,0.0,14.88,14.88,30.0,0.0,0.0
2023-01-07 05:00:00,0.0,14.71,14.71,30.0,0.0,0.0
2023-01-07 06:00:00,16.33,15.02,15.42825,30.08165,0.13063999999999998,3.929866755999999
2023-01-07 07:00:00,143.82,16.76,20.355500000000003,30.7191,1.15056,35.344167696
2023-01-07 08:00:00,339.75,19.18,27.67375,31.69875,2.718,86.1572025
2023-01-07 09:00:00,496.75,21.35,33.768750000000004,32.48375,3.974,129.09042250000002
2023-01-07 10:00:00,621.67,23.07,38.61175,33.10835,4.97336,164.659743556
2023-01-07 11:00:00,637.85,24.29,40.23625,33.18925,5.1028,169.3581049
2023-01-07 12:00:00,642.75,25.08,41.14875,33.21375,5.142,170.7851025
2023-01-07 13:00:00,513.1,25.4,38.2275,32.5655,4.1048,133.6748644
2023-01-07 14:00:00,347.35,25.23,33.91375,31.73675,2.7788000000000004,88.19008090000001
2023-01-07 15:00:00,234.52,24.56,30.423,31.1726,1.87616,58.484785216
2023-01-07 16:00:00,92.97,22.97,25.294249999999998,30.46485,0.74376,22.658536836
2023-01-07 17:00:00,6.62,20.52,20.6855,30.0331,0.05296,1.5905529760000001
2023-01-07 18:00:00,0.0,19.34,19.34,30.0,0.0,0.0
2023-01-07 19:00:00,0.0,18.86,18.86,30.0,0.0,0.0
2023-01-07 20:00:00,0.0,18.45,18.45,30.0,0.0,0.0
2023-01-07 21:00:00,0.0,17.98,17.98,30.0,0.0,0.0
2023-01-07 22:00:00,0.0,17.46,17.46,30.0,0.0,0.0
2023-01-07 23:00:00,0.0,16.99,16.99,30.0,0.0,0.0
2023-01-08 00:00:00,0.0,16.76,16.76,30.0,0.0,0.0
2023-01-08 01:00:00,0.0,16.46,16.46,30.0,0.0,0.0
2023-01-08 02:00:00,0.0,16.19,16.19,30.0,0.0,0.0
2023-01-08 03:00:00,0.0,15.88,15.88,30.0,0.0,0.0
2023-01-08 04:00:00,0.0,15.56,15.56,30.0,0.0,0.0
2023-01-08 05:00:00,0.0,15.26,15.26,30.0,0.0,0.0
2023-01-08 06:00:00,16.38,15.59,15.9995,30.0819,0.13104,3.941932176
2023-01-08 07:00:00,140.48,17.22,20.732,30.7024,1.12384,34.504585216
2023-01-08 08:00:00,334.83,19.81,28.18075,31.67415,2.6786399999999997,84.843645156
2023-01-08 09:00:00,477.7,22.05,33.9925,32.3885,3.8216,123.77589160000001
2023-01-08 10:00:00,641.17,23.4,39.429249999999996,33.20585,5.129359999999999,170.32475875599997
2023-01-08 11:00:00,792.12,24.36,44.163,33.9606,6.33696,215.206963776
2023-01-08 12:00:00,795.4,24.99,44.875,33.977,6.3632,216.20244639999999
2023-01-08 13:00:00,693.58,25.27,42.6095,33.4679,5.548640000000001,185.70132865600002
2023-01-08 14:00:00,571.92,25.18,39.478,32.8596,4.57536,150.344499456
2023-01-08 15:00:00,376.92,24.61,34.033,31.8846,3.0153600000000003,96.14354745600001
2023-01-08 16:00:00,166.12,23.19,27.343000000000004,30.8306,1.3289600000000001,40.97263417600001
2023-01-08 17:00:00,13.88,19.83,20.177,30.0694,0.11104,3.338906176
2023-01-08 18:00:00,0.0,18.83,18.83,30.0,0.0,0.0
2023-01-08 19:00:00,0.0,18.01,18.01,30.0,0.0,0.0
2023-01-08 20:00:00,0.0,17.06,17.06,30.0,0.0,0.0
2023-01-08 21:00:00,0.0,16.46,16.46,30.0,0.0,0.0
2023-01-08 22:00:00,0.0,15.84,15.84,30.0,0.0,0.0
2023-01-08 23:00:00,0.0,15.5,15.5,30.0,0.0,0.0
2023-01-09 00:00:00,0.0,15.49,15.49,30.0,0.0,0.0
2023-01-09 01:00:00,0.0,15.3,15.3,30.0,0.0,0.0
2023-01-09 02:00:00,0.0,15.0,15.0,30.0,0.0,0.0
2023-01-09 03:00:00,0.0,14.64,14.64,30.0,0.0,0.0
2023-01-09 04:00:00,0.0,14.26,14.26,30.0,0.0,0.0
2023-01-09 05:00:00,0.0,13.85,13.85,30.0,0.0,0.0
2023-01-09 06:00:00,21.95,14.03,14.57875,30.10975,0.1756,5.2872721
2023-01-09 07:00:00,201.3,15.71,20.7425,31.0065,1.6104,49.9328676
2023-01-09 08:00:00,429.33,18.57,29.30325,32.14665,3.43464,110.412169956
2023-01-09 09:00:00,639.42,21.5,37.4855,33.1971,5.11536,169.815117456
2023-01-09 10:00:00,791.1,22.99,42.7675,33.9555,6.3288,214.8975684
2023-01-09 11:00:00,898.55,24.04,46.50375,34.49275,7.1884,247.9476841
2023-01-09 12:00:00,891.85,24.75,47.04625,34.45925,7.1348,245.85985689999998
2023-01-09 13:00:00,800.1,25.07,45.0725,34.0005,6.4008,217.6304004
2023-01-09 14:00:00,641.55,25.07,41.10875,33.20775,5.1324,170.43545609999998
2023-01-09 15:00:00,429.42,24.64,35.3755,32.1471,3.43536,110.43686145600002
2023-01-09 16:00:00,194.93,22.91,27.783250000000002,30.97465,1.5594400000000002,48.303108196000004
2023-01-09 17:00:00,16.52,18.72,19.133,30.0826,0.13216,3.975716416
2023-01-09 18:00:00,0.0,16.66,16.66,30.0,0.0,0.0
2023-01-09 19:00:00,0.0,15.55,15.55,30.0,0.0,0.0
2023-01-09 20:00:00,0.0,14.69,14.69,30.0,0.0,0.0
2023-01-09 21:00:00,0.0,13.94,13.94,30.0,0.0,0.0
2023-01-09 22:00:00,0.0,13.27,13.27,30.0,0.0,0.0
2023-01-09 23:00:00,0.0,12.67,12.67,30.0,0.0,0.0
2023-01-10 00:00:00,0.0,12.09,12.09,30.0,0.0,0.0
2023-01-10 01:00:00,0.0,11.44,11.44,30.0,0.0,0.0
2023-01-10 02:00:00,0.0,10.84,10.84,30.0,0.0,0.0
2023-01-10 03:00:00,0.0,10.3,10.3,30.0,0.0,0.0
2023-01-10 04:00:00,0.0,9.76,9.76,30.0,0.0,0.0
2023-01-10 05:00:00,0.0,9.22,9.22,30.0,0.0,0.0
2023-01-10 06:00:00,21.15,9.89,10.418750000000001,30.10575,0.1692,5.0938929
2023-01-10 07:00:00,212.5,14.07,19.3825,31.0625,1.7,52.80625
2023-01-10 08:00:00,440.58,17.39,28.4045,32.2029,3.5246399999999998,113.50362945599998
2023-01-10 09:00:00,660.35,20.61,37.11875,33.30175,5.2828,175.9264849
2023-01-10 10:00:00,806.55,22.48,42.64375,34.03275,6.4524,219.5929161
2023-01-10 11:00:00,890.53,23.93,46.19325,34.45265,7.1242399999999995,245.44894723599998
2023-01-10 12:00:00,881.53,24.98,47.01825,34.40765,7.052239999999999,242.65100563599995
2023-01-10 13:00:00,794.05,25.49,45.341249999999995,33.97025,6.352399999999999,215.79261609999998
2023-01-10 14:00:00,637.88,25.36,41.307,33.1894,5.10304,169.366835776
2023-01-10 15:00:00,426.92,24.48,35.153000000000006,32.1346,3.41536,109.751227456
2023-01-10 16:00:00,194.77,22.21,27.079250000000002,30.97385,1.55816,48.262214115999996
2023-01-10 17:00:00,16.98,18.0,18.4245,30.0849,0.13584000000000002,4.0867328160000005
2023-01-10 18:00:00,0.0,16.36,16.36,30.0,0.0,0.0
2023-01-10 19:00:00,0.0,15.52,15.52,30.0,0.0,0.0
2023-01-10 20:00:00,0.0,14.78,14.78,30.0,0.0,0.0
2023-01-10 21:00:00,0.0,14.04,14.04,30.0,0.0,0.0
2023-01-10 22:00:00,0.0,13.25,13.25,30.0,0.0,0.0
2023-01-10 23:00:00,0.0,12.49,12.49,30.0,0.0,0.0
2023-01-11 00:00:00,0.0,12.38,12.38,30.0,0.0,0.0
2023-01-11 01:00:00,0.0,12.54,12.54,30.0,0.0,0.0
2023-01-11 02:00:00,0.0,12.4,12.4,30.0,0.0,0.0
2023-01-11 03:00:00,0.0,12.05,12.05,30.0,0.0,0.0
2023-01-11 04:00:00,0.0,11.57,11.57,30.0,0.0,0.0
2023-01-11 05:00:00,0.0,11.01,11.01,30.0,0.0,0.0
2023-01-11 06:00:00,21.33,11.0,11.53325,30.10665,0.17064,5.137398756
2023-01-11 07:00:00,191.98,13.07,17.869500000000002,30.9599,1.5358399999999999,47.549452816
2023-01-11 08:00:00,408.7,16.54,26.7575,32.0435,3.2696,104.76942760000001
2023-01-11 09:00:00,611.47,20.98,36.26675,33.05735,4.8917600000000006,161.708622436
2023-01-11 10:00:00,763.5,23.04,42.1275,33.8175,6.108,206.55729
2023-01-11 11:00:00,876.28,24.56,46.467,34.3814,7.01024,241.02186553599998
2023-01-11 12:00:00,878.33,25.66,47.61825,34.39165,7.02664,241.657743556
2023-01-11 13:00:00,805.7,26.18,46.322500000000005,34.0285,6.445600000000001,219.33409960000003
2023-01-11 14:00:00,640.4,26.03,42.04,33.202,5.1232,170.1004864
2023-01-11 15:00:00,425.33,25.12,35.75325,32.12665,3.40264,109.315424356
2023-01-11 16:00:00,192.43,23.04,27.850749999999998,30.96215,1.5394400000000001,47.66437219600001
2023-01-11 17:00:00,17.05,18.55,18.97625,30.08525,0.1364,4.1036281
2023-01-11 18:00:00,0.0,16.64,16.64,30.0,0.0,0.0
2023-01-11 19:00:00,0.0,15.55,15.55,30.0,0.0,0.0
2023-01-11 20:00:00,0.0,14.65,14.65,30.0,0.0,0.0
2023-01-11 21:00:00,0.0,13.85,13.85,30.0,0.0,0.0
2023-01-11 22:00:00,0.0,13.14,13.14,30.0,0.0,0.0
2023-01-11 23:00:00,0.0,12.5,12.5,30.0,0.0,0.0
2023-01-12 00:00:00,0.0,11.91,11.91,30.0,0.0,0.0
2023-01-12 01:00:00,0.0,11.4,11.4,30.0,0.0,0.0
2023-01-12 02:00:00,0.0,11.02,11.02,30.0,0.0,0.0
2023-01-12 03:00:00,0.0,10.81,10.81,30.0,0.0,0.0
2023-01-12 04:00:00,0.0,10.73,10.73,30.0,0.0,0.0
2023-01-12 05:00:00,0.0,10.7,10.7,30.0,0.0,0.0
2023-01-12 06:00:00,21.05,11.42,11.94625,30.10525,0.1684,5.0697241
2023-01-12 07:00:00,202.12,15.55,20.603,31.0106,1.61696,50.142899776
2023-01-12 08:00:00,431.52,18.66,29.448,32.1576,3.4521599999999997,111.013180416
2023-01-12 09:00:00,647.97,22.73,38.929249999999996,33.23985,5.18376,172.307404836
2023-01-12 10:00:00,796.78,24.77,44.689499999999995,33.9839,6.3742399999999995,216.62153473599997
2023-01-12 11:00:00,901.1,26.08,48.6075,34.5055,7.2088,248.7432484
2023-01-12 12:00:00,897.62,26.97,49.4105,34.4881,7.18096,247.65766657600003
2023-01-12 13:00:00,816.83,27.41,47.83075,34.08415,6.5346400000000004,222.72764995600002
2023-01-12 14:00:00,648.17,27.27,43.47425,33.24085,5.185359999999999,172.365773956
2023-01-12 15:00:00,430.48,26.42,37.182,32.1524,3.4438400000000002,110.727721216
2023-01-12 16:00:00,195.07,24.76,29.63675,30.97535,1.56056,48.338892195999996
2023-01-12 17:00:00,18.05,20.81,21.26125,30.09025,0.1444,4.3450321
2023-01-12 18:00:00,0.0,18.54,18.54,30.0,0.0,0.0
2023-01-12 19:00:00,0.0,16.65,16.65,30.0,0.0,0.0
2023-01-12 20:00:00,0.0,15.26,15.26,30.0,0.0,0.0
2023-01-12 21:00:00,0.0,14.18,14.18,30.0,0.0,0.0
2023-01-12 22:00:00,0.0,13.34,13.34,30.0,0.0,0.0
2023-01-12 23:00:00,0.0,12.68,12.68,30.0,0.0,0.0
2023-01-13 00:00:00,0.0,12.09,12.09,30.0,0.0,0.0
2023-01-13 01:00:00,0.0,11.52,11.52,30.0,0.0,0.0
2023-01-13 02:00:00,0.0,11.07,11.07,30.0,0.0,0.0
2023-01-13 03:00:00,0.0,11.18,11.18,30.0,0.0,0.0
2023-01-13 04:00:00,0.0,11.53,11.53,30.0,0.0,0.0
2023-01-13 05:00:00,0.0,11.58,11.58,30.0,0.0,0.0
2023-01-13 06:00:00,22.92,12.27,12.843,30.1146,0.18336000000000002,5.521813056000001
2023-01-13 07:00:00,204.0,14.82,19.92,31.02,1.632,50.62464
2023-01-13 08:00:00,416.2,17.94,28.345,32.081,3.3296,106.81689760000002
2023-01-13 09:00:00,601.33,21.97,37.00325,33.00665,4.81064,158.783110756
2023-01-13 10:00:00,773.55,25.03,44.36875,33.86775,6.1884,209.5871841
2023-01-13 11:00:00,866.05,26.32,47.97125,34.33025,6.9284,237.8537041
2023-01-13 12:00:00,852.53,26.99,48.30325,34.26265,6.82024,233.67949603600002
2023-01-13 13:00:00,784.92,27.29,46.913,33.9246,6.27936,213.02477625599997
2023-01-13 14:00:00,603.15,27.11,42.18875,33.01575,4.8252,159.30759689999996
2023-01-13 15:00:00,400.95,26.46,36.48375,32.00475,3.2076,102.6584361
2023-01-13 16:00:00,186.32,24.72,29.378,30.9316,1.4905599999999999,46.105405696
2023-01-13 17:00:00,18.17,21.25,21.704250000000002,30.09085,0.14536000000000002,4.374005956
2023-01-13 18:00:00,0.0,18.91,18.91,30.0,0.0,0.0
2023-01-13 19:00:00,0.0,17.08,17.08,30.0,0.0,0.0
2023-01-13 20:00:00,0.0,15.79,15.79,30.0,0.0,0.0
2023-01-13 21:00:00,0.0,14.78,14.78,30.0,0.0,0.0
2023-01-13 22:00:00,0.0,13.96,13.96,30.0,0.0,0.0
2023-01-13 23:00:00,0.0,13.31,13.31,30.0,0.0,0.0
2023-01-14 00:00:00,0.0,12.7,12.7,30.0,0.0,0.0
2023-01-14 01:00:00,0.0,12.07,12.07,30.0,0.0,0.0
2023-01-14 02:00:00,0.0,11.47,11.47,30.0,0.0,0.0
2023-01-14 03:00:00,0.0,11.43,11.43,30.0,0.0,0.0
2023-01-14 04:00:00,0.0,11.67,11.67,30.0,0.0,0.0
2023-01-14 05:00:00,0.0,11.68,11.68,30.0,0.0,0.0
2023-01-14 06:00:00,22.25,12.35,12.90625,30.11125,0.178,5.3598025
2023-01-14 07:00:00,205.23,14.59,19.72075,31.02615,1.64184,50.939974116
2023-01-14 08:00:00,416.3,17.67,28.0775,32.0815,3.3304,106.8442276
2023-01-14 09:00:00,628.45,22.14,37.85125,33.14225,5.0276000000000005,166.6259761
2023-01-14 10:00:00,780.88,24.66,44.182,33.9044,6.24704,211.80214297600003
2023-01-14 11:00:00,863.33,25.89,47.47325,34.31665,6.90664,237.01274755600002
2023-01-14 12:00:00,881.53,26.73,48.76825,34.40765,7.052239999999999,242.65100563599995
2023-01-14 13:00:00,774.72,27.14,46.508,33.8736,6.197760000000001,209.94044313600003
2023-01-14 14:00:00,626.28,27.06,42.717,33.1314,5.01024,165.99626553599998
2023-01-14 15:00:00,420.95,26.42,36.94375,32.10475,3.3676,108.1159561
2023-01-14 16:00:00,199.43,24.57,29.55575,30.99715,1.59544,49.454092996
2023-01-14 17:00:00,20.17,20.69,21.19425,30.10085,0.16136,4.857073156
2023-01-14 18:00:00,0.0,18.11,18.11,30.0,0.0,0.0
2023-01-14 19:00:00,0.0,16.26,16.26,30.0,0.0,0.0
2023-01-14 20:00:00,0.0,14.96,14.96,30.0,0.0,0.0
2023-01-14 21:00:00,0.0,13.89,13.89,30.0,0.0,0.0
2023-01-14 22:00:00,0.0,13.0,13.0,30.0,0.0,0.0
2023-01-14 23:00:00,0.0,12.28,12.28,30.0,0.0,0.0
2023-01-15 00:00:00,0.0,11.7,11.7,30.0,0.0,0.0
2023-01-15 01:00:00,0.0,11.28,11.28,30.0,0.0,0.0
2023-01-15 02:00:00,0.0,11.18,11.18,30.0,0.0,0.0
2023-01-15 03:00:00,0.0,11.23,11.23,30.0,0.0,0.0
2023-01-15 04:00:00,0.0,11.33,11.33,30.0,0.0,0.0
2023-01-15 05:00:00,0.0,11.45,11.45,30.0,0.0,0.0
2023-01-15 06:00:00,23.3,12.06,12.6425,30.1165,0.1864,5.6137156
